ID; NOME_PROG; MOTIVO; ESTADO_ANT; ESTADO_NOVO; TABELA_PAGINAS
1; fibonacciREAD; criacao; NULO; PRONTO; { [0,0,mp], [1,_,_], [2,_,_], [3,_,_] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,_,_], [3,_,_] }
1; fibonacciREAD; Page_Fault; EXECUTANDO; BLOQUEADO; { [0,0,mp], [1,_,_], [2,_,_], [3,_,_] }
1; fibonacciREAD; Fim_Page_Fault; BLOQUEADO; PRONTO; { [0,0,mp], [1,_,_], [2,_,_], [3,1,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,_,_], [3,1,mp] }
1; fibonacciREAD; Page_Fault; EXECUTANDO; BLOQUEADO; { [0,0,mp], [1,_,_], [2,_,_], [3,1,mp] }
1; fibonacciREAD; Fim_Page_Fault; BLOQUEADO; PRONTO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; E/S_Console; EXECUTANDO; BLOQUEADO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; Fim_E/S_Console; BLOQUEADO; PRONTO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; Page_Fault; EXECUTANDO; BLOQUEADO; { [0,0,mp], [1,_,_], [2,_,_], [3,2,mp] }
1; fibonacciREAD; Fim_Page_Fault; BLOQUEADO; PRONTO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; Page_Fault; EXECUTANDO; BLOQUEADO; { [0,0,mp], [1,_,_], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; Fim_Page_Fault; BLOQUEADO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
1; fibonacciREAD; escalonador; PRONTO; EXECUTANDO; { [0,0,mp], [1,4,mp], [2,3,mp], [3,2,mp] }
