ID; NOME_PROG; MOTIVO; ESTADO_ANT; ESTADO_NOVO; TABELA_PAGINAS
1; fatorial; criacao; NULO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; fatia_tempo; EXECUTANDO; PRONTO; { [0,0,mp] }
1; fatorial; escalonador; PRONTO; EXECUTANDO; { [0,0,mp] }
1; fatorial; finalizacao; EXECUTANDO; TERMINADO; { [0,0,mp] }
